species,Orden,Mean_brain_mass_g,Mean_body_mass_g,Fuentes,Body_for_3D
Tachyglossus_aculeatus,Monotremata,20.73,4250,"Boddy et al., 2012",NA
Tachyoryctes_splendens,Rodentia,1.88,234,"Boddy et al., 2012",NA
Tadarida_aegyptiaca,Chiroptera,0.39,17.7,"Jones & MacLarnon, 2004",NA
Tadarida_brasiliensis,Chiroptera,0.22,12.5,"Shi et al., 2018","Faurby et al., 2018"
Tadarida_fulminans,Chiroptera,0.25,35.3,"Shi et al., 2018","Faurby et al., 2018"
Tadarida_teniotis,Chiroptera,0.58,27,"Shi et al., 2018","Faurby et al., 2018"
Talpa_europaea,Eulipotyphla,1.4,77.83,"Boddy et al., 2012",NA
Tamandua_tetradactyla,Xenarthra,27.5,4361,"Boddy et al., 2012",NA
Tamias_striatus,Rodentia,2.17,94.3,"Boddy et al., 2012",NA
Tamiasciurus_hudsonicus,Rodentia,3.83,188.9,"Boddy et al., 2012",NA
Tamiops_macclellandii,Rodentia,1.95,39,"Boddy et al., 2012",NA
Taphozous_australis,Chiroptera,0.5,22.9,"Jones & MacLarnon, 2004",NA
Taphozous_hildegardeae,Chiroptera,0.54,27.45,"Jones & MacLarnon, 2004",NA
Taphozous_longimanus,Chiroptera,0.47,23.2,"Jones & MacLarnon, 2004",NA
Taphozous_mauritianus,Chiroptera,0.55,29,"Jones & MacLarnon, 2004",NA
Taphozous_melanopogon,Chiroptera,0.54,22.7,"Jones & MacLarnon, 2004",NA
Taphozous_nudiventris,Chiroptera,0.57,30.1,"Shi et al., 2018","Faurby et al., 2018"
Taphozous_theobaldi,Chiroptera,0.68,39.8,"Jones & MacLarnon, 2004",NA
Tapirus_bairdii,Perissodactyla,85,14260,"Boddy et al., 2012",NA
Tapirus_indicus,Perissodactyla,265,201000,"Isler & van Schaik, 2012",NA
Tapirus_terrestris,Perissodactyla,180.5,160000,"Isler & van Schaik, 2012",NA
Tarsipes_rostratus,Diprotodontia,0.36,9,"Ashwell, 2008; Weisbecker et al., 2015",NA
Tarsius_bancanus,Primates,2.7,77.6,"Boddy et al., 2012",NA
Tarsius_dentatus,Primates,3,113,"Isler et al., 2008",NA
Tarsius_syrichta,Primates,3.36,125.5,"Isler et al., 2008",NA
Tarsius_tarsier,Primates,3.4,126,"Isler & van Schaik, 2012",NA
Tatera_indica,Rodentia,1.84,139.7,"Boddy et al., 2012",NA
Taterillus_congicus,Rodentia,1.06,50.1,Scan,"Faurby et al., 2018"
Taterillus_gracilis,Rodentia,1,47,"Isler & van Schaik, 2012",NA
Taxidea_taxus,Carnivora,48.9,7425,"Isler & van Schaik, 2012",NA
Tayassu_pecari,Artiodactyla,145.8,32233.33,"Boddy et al., 2012",NA
Tenrec_ecaudatus,Afrosoricida,2.84,907,"Boddy et al., 2012",NA
Thallomys_paedulcus,Rodentia,0.82,81,"Isler & van Schaik, 2009",NA
Thamnomys_venustus,Rodentia,1.13,65,"Burger et al., 2019",NA
Theropithecus_gelada,Primates,130,7710,"Boddy et al., 2012",NA
Thomomys_bottae,Rodentia,1.47,162.95,"Boddy et al., 2012",NA
Thomomys_bulbivorus,Rodentia,2.2,344,"Isler & van Schaik, 2012",NA
Thomomys_talpoides,Rodentia,1.24,105.65,"Boddy et al., 2012",NA
Thoopterus_nigrescens,Chiroptera,1.47,60.4,Scan,"Faurby et al., 2018"
Thrichomys_apereoides,Rodentia,3.87,339,Scan,"Faurby et al., 2018"
Thryonomys_gregorianus,Rodentia,11.17,3500,"Heldstab et al., 2018",NA
Thryonomys_swinderianus,Rodentia,13.28,1625,"Boddy et al., 2012",NA
Thylamys_elegans,Didelphimorphia,0.71,25,"Ashwell, 2008; Weisbecker et al., 2015",NA
Thylamys_pallidior,Didelphimorphia,0.72,20.7,"Ashwell, 2008",NA
Thylogale_billardierii,Diprotodontia,22.1,5450,"Ashwell, 2008; Weisbecker et al., 2015",NA
Thylogale_browni,Diprotodontia,18.3,5478,"Ashwell, 2008; Weisbecker et al., 2015",NA
Thylogale_brunii,Diprotodontia,17.5,3620,"Ashwell, 2008; Weisbecker et al., 2015",NA
Thylogale_stigmatica,Diprotodontia,17.8,4600,"Ashwell, 2008; Weisbecker et al., 2015",NA
Thylogale_thetis,Diprotodontia,19.2,5400,"Ashwell, 2008; Weisbecker et al., 2015",NA
Thyroptera_tricolor,Chiroptera,0.23,4.5,"Jones & MacLarnon, 2004",NA
Tolypeutes_matacus,Xenarthra,8.86,1200,"Stankowich & Romero, 2017",NA
Tonatia_bidens,Chiroptera,0.79,29.4,"Jones & MacLarnon, 2004",NA
Tonatia_saurophila,Chiroptera,0.83,30,"Shi et al., 2018","Faurby et al., 2018"
Trachops_cirrhosus,Chiroptera,0.91,36.45,"Jones & MacLarnon, 2004",NA
Trachypithecus_auratus,Primates,63.6,9525,"van Woerden et al., 2011",NA
Trachypithecus_cristatus,Primates,55,6060,"Isler & van Schaik, 2012",NA
Trachypithecus_francoisi,Primates,94.4,9100,"Boddy et al., 2012",NA
Trachypithecus_geei,Primates,81.3,9500,"Isler & van Schaik, 2012",NA
Trachypithecus_germaini,Primates,76,7071.5,"Isler et al., 2008",NA
Trachypithecus_johnii,Primates,84.6,11600,"Isler & van Schaik, 2012",NA
Trachypithecus_obscurus,Primates,60,6765,"Isler & van Schaik, 2012",NA
Trachypithecus_phayrei,Primates,72.84,7474.92,"Isler et al., 2008",NA
Trachypithecus_pileatus,Primates,103.64,11793.5,"Isler et al., 2008",NA
Trachypithecus_vetulus,Primates,60.4,5103,"Isler & van Schaik, 2012",NA
Tragelaphus_angasii,Artiodactyla,230,137000,"Isler & van Schaik, 2012",NA
Tragelaphus_buxtoni,Artiodactyla,330,280000,"Isler & van Schaik, 2012",NA
Tragelaphus_derbianus,Artiodactyla,534,900000,"Isler & van Schaik, 2012",NA
Tragelaphus_eurycerus,Artiodactyla,389,253000,"Boddy et al., 2012",NA
Tragelaphus_imberbis,Artiodactyla,219,145000,"Isler & van Schaik, 2012",NA
Tragelaphus_oryx,Artiodactyla,440,400000,"Isler & van Schaik, 2012",NA
Tragelaphus_scriptus,Artiodactyla,165,44225,"Boddy et al., 2012",NA
Tragelaphus_spekii,Artiodactyla,145,42000,"Isler & van Schaik, 2012",NA
Tragelaphus_strepsiceros,Artiodactyla,361,280000,"Isler & van Schaik, 2012",NA
Tragulus_javanicus,Artiodactyla,15.8,2037,"Isler & van Schaik, 2012",NA
Tragulus_napu,Artiodactyla,18.5,2510,"Boddy et al., 2012",NA
Tremarctos_ornatus,Carnivora,202.3,110000,"Finarelli & Flynn, 2009",NA
Triaenops_persicus,Chiroptera,0.27,13.7,"Jones & MacLarnon, 2004",NA
Trichechus_manatus,Sirenia,364,756000,"Boddy et al., 2012",NA
Trichosurus_caninus,Diprotodontia,11.9,2900,"Ashwell, 2008; Weisbecker et al., 2015",NA
Trichosurus_vulpecula,Diprotodontia,11,2600,"Ashwell, 2008; Weisbecker et al., 2015",NA
Trichys_fasciculata,Rodentia,13.05,1560,"Stankowich & Romero, 2017",NA
Tscherskia_triton,Rodentia,1.29,25,"Boddy et al., 2012",NA
Tupaia_belangeri,Scandentia,3.11,87.7,"Heldstab et al., 2018",NA
Tupaia_glis,Scandentia,3.2,170,"Boddy et al., 2012",NA
Tupaia_javanica,Scandentia,2.3,80,"Burger et al., 2019",NA
Tupaia_minor,Scandentia,2.58,70,"Boddy et al., 2012",NA
Tursiops_aduncus,Cetacea,1498,141150,"Burger et al., 2019",NA
Tursiops_truncatus,Cetacea,1573,170480,"Boddy et al., 2012",NA
Tylomys_nudicaudus,Rodentia,2.11,100,Scan,"Faurby et al., 2018"
Tylonycteris_pachypus,Chiroptera,0.08,4.6,"Jones & MacLarnon, 2004",NA
Tylonycteris_robustula,Chiroptera,0.12,7.6,"Jones & MacLarnon, 2004",NA
Uranomys_ruddi,Rodentia,0.77,33.6,"Boddy et al., 2012",NA
Urocitellus_armatus,Rodentia,3.09,371.1,"Mateju, 2016",NA
Urocitellus_beldingi,Rodentia,2.96,246.9,"Mateju, 2016",NA
Urocitellus_brunneus,Rodentia,2.11,116.8,"Mateju, 2016",NA
Urocitellus_canus,Rodentia,1.6,154,"Mateju, 2016",NA
Urocitellus_columbianus,Rodentia,3.95,465.8,"Mateju, 2016",NA
Urocitellus_elegans,Rodentia,2.76,307.1,"Mateju, 2016",NA
Urocitellus_mollis,Rodentia,1.67,117.1,"Mateju, 2016",NA
Urocitellus_parryii,Rodentia,5.78,462.8,"Mateju, 2016",NA
Urocitellus_richardsonii,Rodentia,3.18,331.5,"Mateju, 2016",NA
Urocitellus_townsendii,Rodentia,1.89,149.5,"Mateju, 2016",NA
Urocitellus_undulatus,Rodentia,3.73,677.3,"Mateju, 2016",NA
Urocitellus_washingtoni,Rodentia,1.8,186.5,"Mateju, 2016",NA
Urocyon_cinereoargenteus,Carnivora,37.28,3749,"Boddy et al., 2012",NA
Urocyon_littoralis,Carnivora,27.7,1896,"Isler & van Schaik, 2012",NA
Uroderma_bilobatum,Chiroptera,0.58,15.63,"Jones & MacLarnon, 2004",NA
Uroderma_magnirostrum,Chiroptera,0.59,16.9,"Shi et al., 2018","Faurby et al., 2018"
Urogale_everetti,Scandentia,4.28,275,"Boddy et al., 2012",NA
Ursus_americanus,Carnivora,248,25990,"Boddy et al., 2012",NA
Ursus_arctos,Carnivora,335.97,131022.67,"Boddy et al., 2012",NA
Ursus_maritimus,Carnivora,507,317000,"Boddy et al., 2012",NA
Ursus_thibetanus,Carnivora,269,69860,"Perez-Barbería et al., 2007",NA
Vampyressa_melissa,Chiroptera,0.42,16.3,"Shi et al., 2018","Faurby et al., 2018"
Vampyressa_pusilla,Chiroptera,0.39,8.55,"Jones & MacLarnon, 2004",NA
Vampyriscus_brocki,Chiroptera,0.35,10,"Shi et al., 2018","Faurby et al., 2018"
Vampyrodes_caraccioli,Chiroptera,0.95,39.7,"Jones & MacLarnon, 2004",NA
Vampyrum_spectrum,Chiroptera,2.87,181,"Jones & MacLarnon, 2004",NA
Varecia_rubra,Primates,31.08,3470,"Isler et al., 2008",NA
Varecia_variegata,Primates,31.2,2705.5,"Boddy et al., 2012",NA
Vespadelus_pumilus,Chiroptera,0.12,5.45,"Jones & MacLarnon, 2004",NA
Vespertilio_murinus,Chiroptera,0.45,33.3,"Jones & MacLarnon, 2004",NA
Vicugna_vicugna,Artiodactyla,199.9,46215,"Isler & van Schaik, 2012",NA
Viverra_civettina,Carnivora,42.1,8500,"Perez-Barbería et al., 2007",NA
Viverra_megaspila,Carnivora,36.6,8500,"Gittleman, 1986",NA
Viverra_tangalunga,Carnivora,24.1,4710,"Isler & van Schaik, 2012",NA
Viverra_zibetha,Carnivora,37,8500,"Isler & van Schaik, 2012",NA
Viverricula_indica,Carnivora,16.78,2660,"Gittleman, 1986",NA
Vombatus_ursinus,Diprotodontia,59,26000,"Ashwell, 2008; Weisbecker et al., 2015",NA
Vormela_peregusna,Carnivora,4.8,448,"Isler & van Schaik, 2012",NA
Vulpes_bengalensis,Carnivora,24.5,2260,"Isler & van Schaik, 2012",NA
Vulpes_chama,Carnivora,33.5,2955,"Isler & van Schaik, 2012",NA
Vulpes_corsac,Carnivora,35.74,2615.33,"Heldstab et al., 2018",NA
Vulpes_lagopus,Carnivora,35.5,3415,"Isler & van Schaik, 2012",NA
Vulpes_pallida,Carnivora,25.03,3600,"Gittleman, 1986",NA
Vulpes_rueppellii,Carnivora,25.8,2250,"Perez-Barbería et al., 2007",NA
Vulpes_velox,Carnivora,32.1,2345,"Isler & van Schaik, 2012",NA
Vulpes_vulpes,Carnivora,49.64,3722.71,"Boddy et al., 2012",NA
Vulpes_zerda,Carnivora,17.3,969,"Isler & van Schaik, 2012",NA
Wallabia_bicolor,Diprotodontia,32.9,15000,"Ashwell, 2008; Weisbecker et al., 2015",NA
Wyulda_squamicaudata,Diprotodontia,10.1,1675,"Ashwell, 2008; Weisbecker et al., 2015",NA
Xerospermophilus_mohavensis,Rodentia,2.03,154,"Mateju, 2016",NA
Xerospermophilus_perotensis,Rodentia,2.79,140,"Mateju, 2016",NA
Xerospermophilus_spilosoma,Rodentia,2.37,132.7,"Mateju, 2016",NA
Xerospermophilus_tereticaudus,Rodentia,1.68,133.3,"Mateju, 2016",NA
Xerus_erythropus,Rodentia,6.68,722.5,"Boddy et al., 2012",NA
Xerus_inauris,Rodentia,7.65,400,"Boddy et al., 2012",NA
Xerus_rutilus,Rodentia,5.09,317.5,"Boddy et al., 2012",NA
Zaedyus_pichiy,Xenarthra,7.98,1740,"Stankowich & Romero, 2017",NA
Zaglossus_bruijnii,Monotremata,37.35,7500,"Boddy et al., 2012",NA
Zalophus_californianus,Carnivora,405,91000,"Boddy et al., 2012",NA
Zapus_hudsonius,Rodentia,0.55,17.47,"Boddy et al., 2012",NA
Zapus_princeps,Rodentia,0.5,24.5,"Boddy et al., 2012",NA
Zapus_trinotatus,Rodentia,0.5,27.5,"Isler & van Schaik, 2012",NA
Ziphius_cavirostris,Cetacea,2004,2273000,"Montgomery et al., 2013",NA
Zygogeomys_trichopus,Rodentia,3.95,545,"Boddy et al., 2012",NA
